"uid","year","dam_pres","valley","litter_effect","sex","disp_yn","colony","cdp","allo","ac","index"
"8026_8027",2017,1,"uv","6385_6342.2016","M",1,"mm",1,1,1,3
"8051_8062",2017,1,"uv","6385_6342.2016","M",1,"mm",1,1,1,3
"8053_noear",2017,1,"dv","8005_8009.2016","F",1,"gothictown",0,0,0,0
"8089_8088",2017,1,"uv","6385_6342.2016","F",0,"mm",1,1,1,3
"8102_8132",2017,1,"dv","7880_7885.2016","M",1,"gothictown",1,0,1,2
"8111_8107",2017,1,"dv","8005_8009.2016","F",0,"gothictown",1,1,1,3
"8124_8494",2018,1,"uv","6794_6799.2017","F",1,"picnic",0,0,0,0
"8150_8479",2018,1,"uv","6385_6342.2017","M",1,"mm",1,0,0,1
"8153_8416",2018,1,"uv","6385_6342.2017","M",1,"mm",0,0,0,0
"8183_8260",2019,1,"dv","7310_7303.2018","F",1,"gothictown",0,0,0,0
"8209_8101",2017,1,"uv","5540_5546.2016","F",0,"picnic",0,0,1,1
"8230_7217",2019,1,"dv","6687_6677.2018","M",0,"bench",1,0,1,2
"8234_8229",2018,1,"uv","6794_6799.2017","F",1,"picnic",0,0,0,0
"8243_8587",2019,1,"uv","6127_7339.2018","F",1,"picnic",0,1,0,1
"8246_8319",2018,1,"uv","7131_7126.2017","F",0,"picnic",0,1,0,1
"8254_8259",2018,0,"dv","7810_7238.2017","F",0,"avalanche",1,1,0,2
"8261_8320",2018,1,"uv","7131_7126.2017","M",0,"picnic",1,1,0,2
"8262_8193",2018,1,"uv","6794_6799.2017","M",1,"picnic",0,0,0,0
"8266_8253",2018,1,"dv","6687_6677.2017","M",1,"river",0,0,0,0
"8271_8270",2018,1,"dv","6687_6677.2017","M",1,"river",0,0,0,0
"8272_8268",2018,0,"dv","7810_7238.2017","M",1,"avalanche",0,0,0,0
"8281_8332",2022,0,"dv","8514_6207.2021","F",0,"horsemound",1,0,1,2
"8286_8336",2018,1,"uv","6794_6799.2017","F",1,"picnic",0,0,0,0
"8288_8293",2018,0,"dv","7810_7238.2017","M",1,"avalanche",0,0,0,0
"8330_8560",2019,1,"dv","6687_6677.2018","M",0,"bench",1,1,0,2
"8340_8334",2018,1,"dv","6687_6677.2017","F",1,"river",0,0,0,0
"8342_8329",2018,0,"dv","7889_7787.2017","F",0,"bench",0,0,0,0
"8356_8354",2019,1,"dv","7310_7303.2018","F",0,"gothictown",1,0,0,1
"8357_8368",2019,1,"dv","7310_7303.2018","F",1,"gothictown",0,0,1,1
"8362_8398",2019,1,"dv","7310_7303.2018","F",1,"gothictown",0,0,1,1
"8382_8333",2018,1,"uv","7131_7126.2017","M",1,"picnic",1,1,0,2
"8383_8380",2019,1,"dv","7187_7189.2018","F",0,"gothictown",1,1,1,3
"8389_8159",2019,1,"uv","6385_6342.2018","F",1,"mm",0,0,0,0
"8393_8391",2019,1,"dv","7310_7303.2018","M",1,"gothictown",0,0,0,0
"8401_8175",2018,1,"uv","6385_6342.2017","M",1,"mm",1,0,0,1
"8414_8348",2018,1,"uv","6794_6799.2017","M",1,"picnic",0,0,0,0
"8422_8306",2019,1,"dv","6612_6640.2018","M",1,"gothictown",0,0,1,1
"8429_8725",2020,1,"dv","7310_7303.2019","F",0,"gothictown",0,0,0,0
"8438_8426",2020,1,"dv","7310_7303.2019","F",0,"gothictown",0,0,0,0
"8439_8437",2019,1,"uv","6385_6342.2018","M",1,"mm",0,1,1,2
"8467_8458",2018,1,"uv","6794_6799.2017","M",1,"picnic",1,1,0,2
"8476_8478",2018,1,"uv","6385_6342.2017","F",0,"mm",1,1,0,2
"8491_8492",2018,1,"uv","6385_6342.2017","F",0,"mm",1,1,0,2
"8497_8488",2018,1,"uv","6385_6342.2017","F",0,"mm",0,1,0,1
"8509_8518",2019,1,"uv","6385_6342.2018","F",1,"mm",0,0,0,0
"8511_8520",2019,0,"dv","8005_8009.2018","F",0,"gothictown",1,0,1,2
"8513_8503",2019,1,"dv","6687_6677.2018","F",1,"bench",0,0,0,0
"8514_6207",2019,1,"dv","6687_6677.2018","F",1,"bench",1,0,1,2
"8524_8715",2021,1,"dv","7269_7497.2020","M",0,"gothictown",1,0,1,2
"8526_8549",2019,0,"dv","7326_6571.2018","M",1,"river",0,0,0,0
"8529_8535",2019,0,"dv","8005_8009.2018","M",0,"gothictown",1,0,1,2
"8536_7837",2019,1,"dv","6687_6677.2018","F",0,"bench",1,0,1,2
"8540_8531",2019,0,"dv","8005_8009.2018","F",1,"gothictown",0,1,1,2
"8541_8550",2019,1,"uv","6385_6342.2018","F",1,"mm",1,1,0,2
"8554_8555",2019,1,"dv","7187_7189.2018","F",0,"gothictown",1,1,1,3
"8556_8553",2019,1,"dv","6612_6640.2018","M",0,"gothictown",0,0,1,1
"8561_8377",2019,1,"uv","6385_6342.2018","M",1,"mm",0,1,0,1
"8572_8570",2019,1,"dv","7187_7189.2018","F",1,"gothictown",1,1,1,3
"8629_8632",2021,1,"dv","7187_7189.2020","F",0,"gothictown",1,0,1,2
"8630_8642",2021,1,"uv","6127_7339.2020","M",0,"picnic",0,0,0,0
"8634_8610",2021,0,"uv","7698_7699.2020","F",1,"gothictown",0,0,0,0
"8639_9727",2022,1,"uv","6127_7339.2021","F",1,"picnic",0,0,1,1
"8649_8640",2021,1,"uv","6127_7339.2020","F",0,"picnic",1,1,1,3
"8659_8668",2021,1,"dv","8254_8259.2020","M",1,"avalanche",0,0,1,1
"8669_8665",2021,1,"dv","8254_8259.2020","F",0,"avalanche",0,1,0,1
"8680_8696",2021,1,"uv","6127_7339.2020","F",0,"picnic",1,0,0,1
"8701_8853",2021,1,"dv","8340_8334.2020","F",0,"bench",1,0,0,1
"8702_8865",2021,0,"dv","7875_8239.2020","M",1,"river",0,0,0,0
"8705_8773",2021,1,"dv","6612_6640.2020","M",0,"gothictown",0,1,0,1
"8714_8724",2019,1,"dv","7310_7303.2018","M",1,"gothictown",0,0,0,0
"8717_8600",2020,1,"dv","6612_6640.2019","M",1,"gothictown",0,0,0,0
"8723_8594",2020,1,"dv","6612_6640.2019","F",0,"gothictown",0,1,0,1
"8729_8739",2021,1,"dv","7269_7497.2020","F",1,"gothictown",1,0,0,1
"8740_8749",2021,1,"dv","7269_7497.2020","M",0,"gothictown",1,1,1,3
"8747_8735",2021,1,"dv","7269_7497.2020","M",0,"gothictown",0,0,1,1
"8750_8588",2021,0,"dv","7875_8239.2020","F",0,"river",0,0,0,0
"8756_8762",2021,1,"dv","8340_8334.2020","M",1,"bench",1,0,1,2
"8767_8710",2021,1,"dv","8536_7837.2020","M",1,"bench",1,0,1,2
"8768_8831",2021,1,"dv","8340_8334.2020","F",0,"bench",0,0,1,1
"8770_8763",2021,1,"dv","8340_8334.2020","F",0,"bench",1,0,0,1
"8777_8787",2021,1,"dv","7269_7497.2020","M",1,"gothictown",0,0,1,1
"8780_8800",2021,1,"dv","7187_7189.2020","M",1,"gothictown",1,0,1,2
"8784_8788",2021,1,"dv","7269_7497.2020","M",0,"gothictown",1,1,0,2
"8798_8464",2021,0,"dv","7875_8239.2020","M",1,"river",0,0,0,0
"8820_8822",2020,1,"dv","6612_6640.2019","F",0,"gothictown",1,1,1,3
"8826_8772",2021,0,"dv","7875_8239.2020","F",0,"river",0,0,0,0
"8828_8893",2021,1,"dv","8536_7837.2020","F",1,"bench",0,1,1,2
"8833_8840",2020,0,"dv","8515_8522.2019","M",0,"horsemound",0,0,0,0
"8834_8703",2021,1,"dv","8340_8334.2020","F",1,"bench",1,1,0,2
"8835_8300",2021,1,"dv","8536_7837.2020","F",1,"bench",0,0,1,1
"8844_8771",2021,1,"dv","8340_8334.2020","M",0,"bench",0,0,1,1
"8845_8855",2021,1,"dv","8536_7837.2020","F",1,"bench",1,0,0,1
"8851_6988",2021,1,"dv","6687_6677.2020","F",1,"bench",0,0,0,0
"8854_8837",2021,1,"dv","7187_7189.2020","M",0,"gothictown",1,0,1,2
"8861_8850",2021,1,"dv","8340_8334.2020","M",1,"bench",0,0,0,0
"8862_8832",2021,1,"dv","8536_7837.2020","M",0,"river",1,0,1,2
"8863_8857",2021,1,"dv","8536_7837.2020","F",0,"river",1,1,1,3
"8864_8871",2021,1,"dv","6687_6677.2020","M",0,"river",1,0,1,2
"8870_8860",2021,1,"dv","6687_6677.2020","M",1,"bench",1,0,1,2
"8878_8876",2021,1,"dv","8536_7837.2020","F",0,"river",1,0,0,1
"8879_8883",2020,1,"dv","7310_7303.2019","F",1,"gothictown",0,0,0,0
"8902_8433",2019,1,"uv","6127_7339.2018","M",1,"picnic",0,1,1,2
"8903_8951",2019,1,"uv","6127_7339.2018","F",0,"picnic",1,0,1,2
"8907_9867",2022,1,"uv","8476_8478.2021","M",1,"mm",0,1,0,1
"8915_8807",2020,0,"dv","8515_8522.2019","M",1,"horsemound",0,0,0,0
"8918_8385",2019,1,"uv","6127_7339.2018","F",0,"picnic",1,1,1,3
"8922_8901",2019,1,"uv","6127_7339.2018","M",0,"picnic",1,1,1,3
"8924_8905",2022,0,"dv","8514_6207.2021","M",1,"horsemound",1,0,1,2
"8941_8113",2021,1,"dv","8340_8334.2020","M",1,"bench",1,1,1,3
"8944_8934",2021,1,"dv","8340_8334.2020","F",0,"bench",0,0,1,1
"8945_8023",2021,1,"dv","8340_8334.2020","F",0,"bench",1,0,0,1
"8947_8887",2020,1,"dv","7187_7189.2019","M",1,"gothictown",1,0,1,2
"8949_8931",2020,0,"dv","8496_8499.2019","M",1,"river",0,0,1,1
"8962_8960",2020,0,"dv","8496_8499.2019","M",1,"bench",1,0,1,2
"8986_8990",2019,1,"uv","6127_7339.2018","F",0,"picnic",1,1,0,2
"8989_8894",2020,1,"dv","7187_7189.2019","M",1,"gothictown",0,0,0,0
"9017_9006",2021,1,"dv","8254_8259.2020","M",0,"avalanche",0,0,0,0
"9053_9067",2021,1,"uv","6127_7339.2020","F",0,"picnic",0,0,0,0
"9054_9063",2021,1,"uv","6127_7339.2020","M",0,"picnic",1,0,1,2
"9055_9061",2021,1,"uv","6127_7339.2020","F",0,"picnic",0,0,0,0
"9060_8457",2021,0,"uv","7698_7699.2020","M",1,"mm",0,0,0,0
"9062_8459",2022,1,"uv","8476_8478.2021","M",1,"mm",1,0,1,2
"9064_9065",2021,1,"uv","6127_7339.2020","F",0,"picnic",0,0,0,0
"9069_9070",2022,1,"uv","8476_8478.2021","F",0,"mm",1,1,0,2
"9074_9906",2021,1,"uv","6127_7339.2020","M",0,"picnic",1,1,0,2
"9092_9095",2021,0,"uv","7698_7699.2020","M",1,"mm",0,0,0,0
"9198_9869",2022,1,"uv","8918_8385.2021","M",1,"picnic",0,0,0,0
"9617_9819",2022,1,"uv","8246_8319.2021","M",0,"picnic",0,1,0,1
"9627_9643",2022,1,"uv","8246_8319.2021","F",0,"picnic",0,0,0,0
"9628_9608",2022,1,"uv","6127_7339.2021","M",0,"picnic",0,0,0,0
"9641_9106",2022,1,"uv","8246_8319.2021","F",1,"picnic",0,0,0,0
"9718_8623",2022,1,"uv","8918_8385.2021","M",0,"picnic",0,0,1,1
"9747_8635",2022,1,"uv","6127_7339.2021","M",0,"picnic",0,1,1,2
"9815_9821",2022,1,"uv","8246_8319.2021","M",1,"picnic",0,0,0,0
"9829_9831",2022,1,"uv","8918_8385.2021","F",1,"picnic",0,0,1,1
"9868_9862",2022,1,"uv","8476_8478.2021","M",1,"mm",0,1,1,2
"9873_8912",2022,0,"dv","8514_6207.2021","M",1,"horsemound",0,0,0,0
"9896_9897",2022,1,"uv","8918_8385.2021","M",1,"picnic",0,0,1,1
"9899_9900",2022,1,"uv","6127_7339.2021","F",1,"picnic",1,0,1,2
