uid,year,year_disp,new_disp,massjun,sire_pres,dam_pres,dam_rs,age,colony,col_disp,valley,litter_effect,year_uid,disp_yn
1201_1206,1993,1993,1,2166.481321,0,1,no_wean,1,gothictown,gothictown,dv,1620_1625.1992,1993_1201_1206,1
120_115,1964,1964,0,NA,0,1,no_wean,1,river,river,dv,123_125.1963,1964_120_115,0
1210_1215,1993,1993,1,1900.180765,0,1,wean,1,gothictown,gothictown,dv,986_988.1992,1993_1210_1215,1
1211_1213,1993,1993,0,986.0543575,0,1,no_wean,1,river,river,dv,431_441.1992,1993_1211_1213,0
1219_1220,1993,1993,1,1167.04898,0,1,no_wean,1,river,river,dv,431_441.1992,1993_1219_1220,1
121_123,1985,1985,1,1183.83395,0,1,wean,1,river,river,dv,915_919.1984,1985_121_123,1
1227_1247,1993,1993,0,1852.772774,0,1,no_wean,1,gothictown,gothictown,dv,1620_1625.1992,1993_1227_1247,0
1228_1248,1993,1993,1,1538.179551,0,1,no_wean,1,gothictown,gothictown,dv,1680_1681.1992,1993_1228_1248,1
1231_1341,1993,1993,3,1061.166374,0,1,no_wean,1,gothictalus,gothictown,dv,1680_1681.1992,1993_1231_1341,1
1234_1235,1993,1993,0,1521.417016,0,1,wean,1,gothictown,gothictown,dv,245_250.1992,1993_1234_1235,0
1244_1243,1993,1993,0,1656.072659,0,1,wean,1,gothictown,gothictown,dv,245_250.1992,1993_1244_1243,0
1246_1245,1993,1993,1,1803.06119,0,1,wean,1,gothictown,gothictown,dv,245_250.1992,1993_1246_1245,1
1249_1250,1993,1993,0,1765.155488,0,1,no_wean,1,gothictown,gothictown,dv,1620_1625.1992,1993_1249_1250,0
1253_1252,1992,1992,1,2068.667058,0,0,no_wean,1,gothictown,gothictown,dv,NA,1992_1253_1252,1
1256_1254,1992,1992,1,2127.310609,0,0,no_wean,1,gothictown,gothictown,dv,NA,1992_1256_1254,1
125_120,1985,1985,1,1165.042518,0,1,wean,1,corralburrow,river,dv,915_919.1984,1985_125_120,1
1262_1271,1992,1992,1,NA,0,0,no_wean,1,gothictown,gothictown,dv,NA,1992_1262_1271,1
1265_1251,1992,1992,1,1970.522084,0,0,no_wean,1,gothictown,gothictown,dv,NA,1992_1265_1251,1
126_127,1974,1974,0,1913.15824,0,1,wean,1,river,river,dv,22_24.1973,1974_126_127,0
1277_1276,1992,1992,1,2175.261376,0,0,no_wean,1,gothictown,gothictown,dv,NA,1992_1277_1276,1
127_128,1979,1979,1,1253.289942,0,1,wean,1,gothictown,gothictown,dv,350_391.1978,1979_127_128,1
12_825,2000,2000,1,1562.964348,0,1,wean,1,picnic,picnic,uv,1434_1446.1999,2000_12_825,1
1303_1307,1993,1993,1,2010.116386,0,1,wean,1,gothictown,gothictown,dv,986_988.1992,1993_1303_1307,1
1319_1321,1993,1993,0,1145.883463,0,1,no_wean,1,river,river,dv,431_441.1992,1993_1319_1321,0
131_132a,1974,1974,0,NA,0,1,wean,1,river,river,dv,22_24.1973,1974_131_132a,0
131_132b,1979,1979,1,1394.305335,0,1,wean,1,gothictown,gothictown,dv,350_391.1978,1979_131_132b,1
131_141,1986,1986,1,1439.065484,0,1,wean,1,river,river,dv,822_858.1985,1986_131_141,1
1322_1323,1993,1993,0,1117.75285,0,1,no_wean,1,river,river,dv,431_441.1992,1993_1322_1323,0
1328_1338,1993,1993,1,1317.393285,0,1,no_wean,1,gothictown,gothictown,dv,1680_1681.1992,1993_1328_1338,1
132_302,1986,1986,1,968.1591136,0,1,no_wean,1,mm,mm,uv,254_255.1985,1986_132_302,1
1333_1348,1994,1994,1,1560.34483,0,1,no_wean,1,river,river,dv,959_963.1993,1994_1333_1348,1
133_134a,1974,1974,0,1978.062194,0,1,wean,1,river,river,dv,22_24.1973,1974_133_134a,0
133_134b,1979,1979,1,1286.813452,0,1,wean,1,gothictown,gothictown,dv,350_391.1978,1979_133_134b,1
1356_1358,1994,1994,1,1983.577735,0,1,no_wean,1,river,river,dv,281_285b.1993,1994_1356_1358,1
1357_1361,1994,1994,1,1743.474582,0,1,no_wean,1,river,river,dv,959_963.1993,1994_1357_1361,1
135_136,1979,1979,1,1477.571314,0,1,wean,1,gothictown,gothictown,dv,350_391.1978,1979_135_136,1
135_303,1986,1986,1,1064.505424,0,1,no_wean,1,mm,mm,uv,254_255.1985,1986_135_303,1
1362_1365,1994,1994,1,1933.357774,0,1,no_wean,1,river,river,dv,959_963.1993,1994_1362_1365,1
1368_1388,1996,1996,1,1291.127046,0,1,wean,1,gothictown,gothictown,dv,986_988.1995,1996_1368_1388,1
136_145,1964,1964,0,NA,0,0,no_wean,1,river,river,dv,NA,1964_136_145,0
1378_1379,1996,1996,0,1580.398071,0,1,no_wean,1,river,river,dv,431_441.1995,1996_1378_1379,0
1382_1397,1994,1994,0,1577.024333,0,1,no_wean,1,river,river,dv,818_819b.1993,1994_1382_1397,0
1386_1449,1996,1996,1,1592.124699,0,0,no_wean,1,gothictown,gothictown,dv,NA,1996_1386_1449,1
1399_1400,1993,1993,0,994.2131932,0,1,no_wean,1,river,river,dv,431_441.1992,1993_1399_1400,0
1405_1417,1994,1994,0,NA,0,1,no_wean,1,gothictown,gothictown,dv,245_250.1993,1994_1405_1417,0
1409_1410,1993,1993,0,1195.175302,0,1,no_wean,1,river,river,dv,431_441.1992,1993_1409_1410,0
1413_1422,1994,1994,0,NA,0,1,no_wean,1,gothictown,gothictown,dv,245_250.1993,1994_1413_1422,0
1433_1435,1996,1996,0,1227.86462,0,1,no_wean,1,river,river,dv,431_441.1995,1996_1433_1435,0
1434_1446,1994,1994,0,NA,0,1,no_wean,1,picnic,picnic,uv,926_928.1993,1994_1434_1446,0
144_314,1986,1986,1,1509.659124,0,1,no_wean,1,river,river,dv,915_919.1985,1986_144_314,1
1474_1475,1995,1995,0,NA,0,1,no_wean,1,picnic,picnic,uv,478_479b.1994,1995_1474_1475,0
1482_1483,1996,1996,0,1049.212057,0,1,no_wean,1,gothictown,gothictown,dv,245_250.1995,1996_1482_1483,0
1486_1488,1996,1996,1,1223.955958,0,1,no_wean,1,gothictown,gothictown,dv,245_250.1995,1996_1486_1488,1
1487_1489,1995,1995,1,1203.58002,0,1,wean,1,gothictown,gothictown,dv,245_250.1994,1995_1487_1489,1
1491_1492,1995,1995,1,1450.330694,0,1,wean,1,gothictown,gothictown,dv,986_988.1994,1995_1491_1492,1
1493_1494,1995,1995,1,1081.237415,0,1,wean,1,gothictown,gothictown,dv,986_988.1994,1995_1493_1494,1
1495_1496,1995,1995,0,1129.756492,0,1,wean,1,gothictown,gothictown,dv,245_250.1994,1995_1495_1496,0
14_15a,1977,1977,0,1407.527662,0,1,no_wean,1,river,river,dv,857_858.1976,1977_14_15a,0
14_15c,2000,2000,0,1905.806811,0,0,no_wean,1,mm,mm,uv,NA,2000_14_15c,0
150_115,1964,1964,2,NA,0,0,no_wean,1,bench,river,dv,NA,1964_150_115,1
152_178,1984,1984,0,663.6215607,0,1,no_wean,1,picnic,picnic,uv,174_175.1983,1984_152_178,0
1532_1533,1992,1992,1,1408.539047,0,1,no_wean,1,mm,mm,uv,103_430.1991,1992_1532_1533,1
1534_1535,1992,1992,1,948.3625079,0,1,no_wean,1,mm,mm,uv,103_430.1991,1992_1534_1535,1
1536_1537,1992,1992,0,1314.158643,0,1,no_wean,1,mm,mm,uv,103_430.1991,1992_1536_1537,0
153_122,1964,1964,0,NA,0,0,no_wean,1,river,river,dv,NA,1964_153_122,0
1540_1541,1992,1992,0,1271.964858,0,1,no_wean,1,mm,mm,uv,103_430.1991,1992_1540_1541,0
1544_1545,1992,1992,1,1790.035329,0,0,no_wean,1,mm,mm,uv,712_20.1991,1992_1544_1545,1
154_153,1986,1986,0,1420.404703,0,0,no_wean,1,gothictown,gothictown,dv,NA,1986_154_153,0
1553_1554,1992,1992,1,1175.488048,0,1,no_wean,1,picnic,picnic,uv,386_396.1991,1992_1553_1554,1
1563_1564,1992,1992,1,1059.209089,0,1,no_wean,1,mm,mm,uv,103_430.1991,1992_1563_1564,1
1575_1579,1997,1997,0,1332.268184,0,0,no_wean,1,picnic,picnic,uv,NA,1997_1575_1579,0
157_158,1979,1979,1,889.3296243,0,1,no_wean,1,mm,mm,uv,911_912a.1978,1979_157_158,1
15_715,1989,1989,1,2278.466035,0,1,wean,1,river,river,dv,959_963.1988,1989_15_715,1
1603_1602,1991,1991,1,626.3970141,0,0,no_wean,1,picnic,picnic,uv,NA,1991_1603_1602,1
1606_1612,1991,1991,0,820.0361561,0,1,wean,1,picnic,picnic,uv,100_110.1990,1991_1606_1612,0
163_164,1979,1979,1,697.2952172,0,1,no_wean,1,mm,mm,uv,911_912a.1978,1979_163_164,1
1640_1641,1992,1992,1,1220.983079,0,0,no_wean,1,picnic,picnic,uv,761_773.1991,1992_1640_1641,1
165_166a,1964,1964,0,NA,0,1,no_wean,1,river,river,dv,123_125.1963,1964_165_166a,0
165_166b,1979,1979,0,674.4930342,0,0,no_wean,1,picnic,picnic,uv,NA,1979_165_166b,0
165_355,1986,1986,1,1557.262494,0,1,no_wean,1,river,river,dv,915_919.1985,1986_165_355,1
1665_1675,1992,1992,0,1637.864542,0,0,no_wean,1,gothictown,gothictown,dv,NA,1992_1665_1675,0
167_168,1979,1979,0,683.4969682,0,0,no_wean,1,picnic,picnic,uv,NA,1979_167_168,0
1698_1699,1992,1992,1,1206.045627,0,1,no_wean,1,picnic,picnic,uv,100_110.1991,1992_1698_1699,1
16_20,1963,1963,0,NA,0,1,no_wean,1,river,river,dv,24_25.1962,1963_16_20,0
16_2429,2000,2000,0,868.5093777,0,1,wean,1,picnic,picnic,uv,1434_1446.1999,2000_16_2429,0
172_173,1979,1979,1,1197.073826,0,0,no_wean,1,picnic,picnic,uv,NA,1979_172_173,1
174_175,1979,1979,0,700.7344285,0,0,no_wean,1,picnic,picnic,uv,NA,1979_174_175,0
175_170,1964,1964,2,NA,0,0,no_wean,1,bench,river,dv,NA,1964_175_170,1
178_615,1964,1964,0,NA,0,1,no_wean,1,mm,mm,uv,81_83.1963,1964_178_615,0
179_180,1979,1979,0,742.0161298,0,1,no_wean,1,mm,mm,uv,911_912a.1978,1979_179_180,0
17_18,1977,1977,1,1188.224671,0,0,no_wean,1,picnic,picnic,uv,NA,1977_17_18,1
17_19,1963,1963,0,NA,0,1,no_wean,1,river,river,dv,24_25.1962,1963_17_19,0
17_9918,2000,2000,0,1218.727945,1,1,no_wean,1,picnic,picnic,uv,2111_2113.1999,2000_17_9918,0
187_645,1964,1964,0,NA,0,1,no_wean,1,mm,mm,uv,81_83.1963,1964_187_645,0
188_196,2001,2001,1,1363.742277,0,1,wean,1,picnic,picnic,uv,2201_2202.2000,2001_188_196,1
188_607,1964,1964,0,NA,0,1,no_wean,1,mm,mm,uv,81_83.1963,1964_188_607,0
190_2812,2003,2003,1,1757.439833,1,1,wean,1,bench,bench,dv,1382_1397.2002,2003_190_2812,1
194_1490,1995,1995,1,1063.289725,0,1,wean,1,gothictown,gothictown,dv,986_988.1994,1995_194_1490,1
197_198,2001,2001,1,1457.900097,0,1,wean,1,picnic,picnic,uv,2201_2202.2000,2001_197_198,1
19_46,2000,2000,0,1264.538908,1,1,wean,1,picnic,picnic,uv,2201_2202.1999,2000_19_46,0
1_21,1963,1963,0,NA,0,1,no_wean,1,river,river,dv,119_108.1962,1963_1_21,0
1_2a,1972,1972,0,1300.716125,0,1,wean,1,picnic,picnic,uv,834_850.1971,1972_1_2a,0
1_6,2000,2000,1,1161.029197,0,1,wean,1,picnic,picnic,uv,2201_2202.1999,2000_1_6,1
2001_2002,1995,1995,0,821.8160705,0,0,no_wean,1,mm,mm,uv,1540_1541.1994,1995_2001_2002,0
2003_2004,1995,1995,0,909.2788935,0,0,no_wean,1,mm,mm,uv,1540_1541.1994,1995_2003_2004,0
2005_2006,1995,1995,1,649.5266651,0,1,no_wean,1,picnic,picnic,uv,478_479b.1994,1995_2005_2006,1
2007_2008,1995,1995,0,682.3196395,0,0,no_wean,1,mm,mm,uv,1540_1541.1994,1995_2007_2008,0
2009_2010,1995,1995,0,831.057671,0,0,no_wean,1,mm,mm,uv,1540_1541.1994,1995_2009_2010,0
2013_2014,1995,1995,0,848.9112135,0,0,no_wean,1,mm,mm,uv,1540_1541.1994,1995_2013_2014,0
2015_2016,1995,1995,1,1159.89277,0,0,no_wean,1,river,river,dv,1409_1410.1994,1995_2015_2016,1
2017_2018,1995,1995,0,NA,0,1,no_wean,1,picnic,picnic,uv,478_479b.1994,1995_2017_2018,0
2019_2020,1995,1995,0,729.6231343,0,0,no_wean,1,mm,mm,uv,1540_1541.1994,1995_2019_2020,0
2026_2027,1997,1997,1,1368.037944,0,0,no_wean,1,mm,mm,uv,NA,1997_2026_2027,1
202_203b,1998,1998,1,1696.814612,0,1,no_wean,1,gothictown,gothictown,dv,1227_1247.1997,1998_202_203b,1
2030_2090,1997,1997,0,1143.668196,0,1,wean,1,picnic,picnic,uv,926_928.1996,1997_2030_2090,0
2031_2032,1997,1997,1,1284.499591,0,0,no_wean,1,mm,mm,uv,NA,1997_2031_2032,1
2036_2276,1997,1997,1,1631.263766,0,0,no_wean,1,river,river,dv,NA,1997_2036_2276,1
2041_2039,1996,1996,0,1543.586489,0,0,no_wean,1,mm,mm,uv,NA,1996_2041_2039,0
2045_2044,1997,1997,0,1554.468816,0,0,no_wean,1,gothictown,gothictown,dv,NA,1997_2045_2044,0
2046_292,1998,1998,1,1340.988195,0,1,wean,1,mm,mm,uv,2009_2010.1997,1998_2046_292,1
2047_2198,1997,1997,1,1429.491714,0,1,wean,1,gothictown,gothictown,dv,329_342.1996,1997_2047_2198,1
204_205,1998,1998,1,1246.430887,0,1,no_wean,1,mm,mm,uv,2007_2008.1997,1998_204_205,1
2050_2048,1997,1997,1,1502.544871,0,1,no_wean,1,bench,bench,dv,818_819b.1996,1997_2050_2048,1
2051_2060,1995,1995,1,952.2246073,0,1,wean,1,gothictown,gothictown,dv,986_988.1994,1995_2051_2060,1
205_206,1979,1979,1,806.8817751,0,0,no_wean,1,picnic,picnic,uv,NA,1979_205_206,1
2063_2073,1996,1996,1,1358.844349,0,1,no_wean,1,gothictown,gothictown,dv,1227_1247.1995,1996_2063_2073,1
2071_2061,1996,1996,0,NA,0,1,no_wean,1,gothictown,gothictown,dv,1249_1250.1995,1996_2071_2061,0
2083_2084,1998,1998,1,1691.812712,0,1,no_wean,1,river,river,dv,1433_1435.1997,1998_2083_2084,1
208_210,1990,1990,0,1496.607267,0,1,no_wean,1,gothictown,gothictown,dv,820_821b.1989,1990_208_210,0
208_267,1965,1965,1,1269.530363,0,1,no_wean,1,picnic,picnic,uv,67_75.1964,1965_208_267,1
2096_2100,1998,1998,1,1711.77208,0,0,no_wean,1,river,river,dv,NA,1998_2096_2100,1
2098_2093,1998,1998,1,1450.447448,0,0,no_wean,1,river,river,dv,NA,1998_2098_2093,1
2109_2110,1997,1997,0,822.8791894,0,1,wean,1,picnic,picnic,uv,926_928.1996,1997_2109_2110,0
2111_2113,1997,1997,0,742.3268237,0,1,wean,1,picnic,picnic,uv,926_928.1996,1997_2111_2113,0
2114_2125,1997,1997,0,1570.050869,0,0,no_wean,1,river,river,dv,NA,1997_2114_2125,0
2117_2122,1997,1997,1,1288.065682,0,0,no_wean,1,river,river,dv,NA,1997_2117_2122,1
2118_2124,1997,1997,1,1164.061537,0,1,no_wean,1,picnic,picnic,uv,1434_1446.1996,1997_2118_2124,1
2119_2120,1997,1997,1,1493.492838,0,0,no_wean,1,river,river,dv,NA,1997_2119_2120,1
2135_2136,1998,1998,1,1722.29854,0,1,wean,1,gothictown,gothictown,dv,329_342.1997,1998_2135_2136,1
2139_2140,1998,1998,1,1814.679072,0,1,no_wean,1,bench,bench,dv,1382_1397.1997,1998_2139_2140,1
213_214,1979,1979,1,1371.740277,0,0,no_wean,1,mm,mm,uv,NA,1979_213_214,1
2141_2142,1998,1998,1,2075.37125,0,1,no_wean,1,bench,bench,dv,1382_1397.1997,1998_2141_2142,1
2143_2144,1998,1998,1,1515.806422,0,1,no_wean,1,bench,bench,dv,1382_1397.1997,1998_2143_2144,1
2149_2150,1998,1998,1,2000.071908,0,0,no_wean,1,river,river,dv,NA,1998_2149_2150,1
2153_2154,1998,1998,1,2238.701329,0,1,wean,1,gothictown,gothictown,dv,986_988.1997,1998_2153_2154,1
2159_2160,1998,1998,1,NA,0,1,wean,1,gothictown,gothictown,dv,986_988.1997,1998_2159_2160,1
215_220,1990,1990,0,1655.336411,0,1,wean,1,mm,mm,uv,103_430.1989,1990_215_220,0
2168_2169,1998,1998,1,1636.019836,0,1,no_wean,1,bench,bench,dv,1382_1397.1997,1998_2168_2169,1
216_217,1990,1990,1,1496.114589,0,1,wean,1,mm,mm,uv,103_430.1989,1990_216_217,1
2170_2171,1998,1998,1,1747.838242,0,0,no_wean,1,river,river,dv,NA,1998_2170_2171,1
2174_2175,1998,1998,0,1934.106062,0,1,no_wean,1,river,river,dv,1382_1397.1997,1998_2174_2175,0
2185_2188,1997,1997,0,1786.307978,0,1,wean,1,gothictown,gothictown,dv,986_988.1996,1997_2185_2188,0
2186_2183,1997,1997,1,1216.176699,0,1,wean,1,gothictown,gothictown,dv,329_342.1996,1997_2186_2183,1
2193_2200,1997,1997,1,1598.335671,0,0,no_wean,1,gothictown,gothictown,dv,NA,1997_2193_2200,1
2201_2202,1996,1996,0,1060.862046,0,1,wean,1,picnic,picnic,uv,926_928.1995,1996_2201_2202,0
2203_2204,1996,1996,0,1170.493978,0,1,wean,1,picnic,picnic,uv,926_928.1995,1996_2203_2204,0
2205_2206,1996,1996,1,2024.563491,0,1,no_wean,1,gothictown,gothictown,dv,1227_1247.1995,1996_2205_2206,1
2207_2208,1996,1996,0,1214.366318,0,1,wean,1,picnic,picnic,uv,926_928.1995,1996_2207_2208,0
2209_2210,1996,1996,1,1440.628978,0,1,no_wean,1,gothictown,gothictown,dv,1249_1250.1995,1996_2209_2210,1
220_224,1974,1974,0,1181.10871,0,1,no_wean,1,picnic,picnic,uv,843_841.1973,1974_220_224,0
220_79,1985,1985,1,1061.209406,0,1,no_wean,1,picnic,picnic,uv,571_572.1984,1985_220_79,1
221_263,1965,1965,1,1100.778717,0,1,no_wean,1,picnic,picnic,uv,89_90a.1964,1965_221_263,1
2222_2225,1997,1997,1,1296.160009,0,0,no_wean,1,mm,mm,uv,NA,1997_2222_2225,1
2223_2258,1997,1997,1,1936.780335,0,0,no_wean,1,gothictown,gothictown,dv,NA,1997_2223_2258,1
2236_2237,1996,1996,0,2055.304046,0,1,wean,1,gothictown,gothictown,dv,986_988.1995,1996_2236_2237,0
2242_2293,1996,1996,0,NA,0,0,no_wean,1,river,river,dv,NA,1996_2242_2293,0
2245_2246,1996,1996,1,1388.890709,0,1,wean,1,gothictown,gothictown,dv,986_988.1995,1996_2245_2246,1
2247_2248,1996,1996,1,1876.112105,0,1,wean,1,gothictown,gothictown,dv,986_988.1995,1996_2247_2248,1
2249_2250,1996,1996,1,997.5835941,0,1,no_wean,1,gothictown,gothictown,dv,245_250.1995,1996_2249_2250,1
2252_2253,1997,1997,1,1306.070842,0,1,wean,1,gothictown,gothictown,dv,329_342.1996,1997_2252_2253,1
2256_2268,1997,1997,1,1492.957736,0,1,wean,1,bench,bench,dv,1382_1397.1996,1997_2256_2268,1
2257_2251,1997,1997,0,1781.654886,0,0,no_wean,1,gothictown,gothictown,dv,NA,1997_2257_2251,0
2263_2271,1997,1997,1,1790.130976,0,1,wean,1,bench,bench,dv,1382_1397.1996,1997_2263_2271,1
2275_2266,1997,1997,1,1027.181498,0,0,no_wean,1,gothictown,gothictown,dv,NA,1997_2275_2266,1
2278_2287,1997,1997,1,1246.186377,0,0,no_wean,1,river,river,dv,960_961a.1996,1997_2278_2287,1
2282_2281,1997,1997,1,1618.077037,0,1,wean,1,bench,bench,dv,1382_1397.1996,1997_2282_2281,1
2288_2300,1997,1997,1,1603.781206,0,1,wean,1,bench,bench,dv,1382_1397.1996,1997_2288_2300,1
228_278,1989,1989,0,1561.872638,0,0,no_wean,1,gothictown,gothictown,dv,NA,1989_228_278,0
2292_2293,1996,1996,0,1149.538015,0,1,no_wean,1,river,river,dv,431_441.1995,1996_2292_2293,0
2294_2295,1996,1996,0,1178.156427,0,1,no_wean,1,river,river,dv,431_441.1995,1996_2294_2295,0
22_24,1972,1972,0,1392.112081,0,0,no_wean,1,river,river,dv,NA,1972_22_24,0
2300_2321,1999,1999,0,1288.16959,0,1,no_wean,1,gothictown,gothictown,dv,2185_2188.1998,1999_2300_2321,0
2303_2309,1999,1999,1,1615.969592,0,0,no_wean,1,gothictown,gothictown,dv,986_988.1998,1999_2303_2309,1
2310_2313,1999,1999,1,1632.022535,0,1,wean,1,mm,mm,uv,2009_2010.1998,1999_2310_2313,1
231_248,1965,1965,1,1139.173779,0,1,no_wean,1,picnic,picnic,uv,643_639.1964,1965_231_248,1
2322_2305,2000,2000,1,1507.204694,0,0,no_wean,1,river,river,dv,279_293.1999,2000_2322_2305,1
2324_2320,1998,1998,0,2132.74025,0,0,no_wean,1,river,river,dv,NA,1998_2324_2320,0
2332_2354,1999,1999,1,1659.78402,0,1,no_wean,1,gothictown,gothictown,dv,2185_2188.1998,1999_2332_2354,1
2335_2366,1999,1999,1,1328.998352,0,0,no_wean,1,river,river,dv,431_441.1998,1999_2335_2366,1
233_277,1989,1989,1,1394.09253,0,0,no_wean,1,gothictown,gothictown,dv,NA,1989_233_277,1
2348_2336,1998,1998,1,1500.764039,0,0,no_wean,1,mm,mm,uv,NA,1998_2348_2336,1
234_235,1998,1998,1,1254.903364,0,1,no_wean,1,mm,mm,uv,2007_2008.1997,1998_234_235,1
2352_2344,1999,1999,0,2205.346903,0,0,no_wean,1,gothictown,gothictown,dv,986_988.1998,1999_2352_2344,0
2357_2360,1999,1999,1,1607.077237,0,1,no_wean,1,gothictown,gothictown,dv,2185_2188.1998,1999_2357_2360,1
2359_2370,1999,1999,1,1445.49846,0,1,wean,1,river,river,dv,1399_1400.1998,1999_2359_2370,1
235_238,1989,1989,1,1286.80559,0,0,no_wean,1,gothictown,gothictown,dv,NA,1989_235_238,1
2361_2351,1999,1999,0,1611.811609,0,0,no_wean,1,gothictown,gothictown,dv,986_988.1998,1999_2361_2351,0
2364_2358,1999,1999,0,NA,0,1,no_wean,1,gothictown,gothictown,dv,2185_2188.1998,1999_2364_2358,0
2367_2356,1999,1999,1,2027.790046,0,0,no_wean,1,gothictown,gothictown,dv,986_988.1998,1999_2367_2356,1
236_238,1984,1984,0,779.4458252,0,1,no_wean,1,picnic,picnic,uv,174_175.1983,1984_236_238,0
2371_2363,1999,1999,1,1612.551619,0,0,no_wean,1,gothictown,gothictown,dv,986_988.1998,1999_2371_2363,1
2380_2311,1999,1999,1,1574.919056,0,1,wean,1,river,river,dv,1399_1400.1998,1999_2380_2311,1
2384_2386,1999,1999,1,1527.056713,0,0,no_wean,1,river,river,dv,431_441.1998,1999_2384_2386,1
2394_2533,1999,1999,1,955.5399776,0,1,no_wean,1,river,river,dv,2114_2125.1998,1999_2394_2533,1
2395_2396,1999,1999,1,1576.060273,0,1,wean,1,mm,mm,uv,2009_2010.1998,1999_2395_2396,1
2397_2398,1999,1999,1,1736.384586,0,1,wean,1,mm,mm,uv,2009_2010.1998,1999_2397_2398,1
239_236,1964,1964,0,NA,0,0,no_wean,1,bench,bench,dv,NA,1964_239_236,0
2401_2402,1999,1999,1,834.5141837,0,1,wean,1,picnic,picnic,uv,2111_2113.1998,1999_2401_2402,1
2403_2477,2000,2000,1,1226.06428,0,0,no_wean,1,mm,mm,uv,NA,2000_2403_2477,1
2404_2409,1999,1999,0,1160.891622,0,1,no_wean,1,river,river,dv,2114_2125.1998,1999_2404_2409,0
2406_2476,2000,2000,1,1450.70875,0,1,wean,1,mm,mm,uv,2009_2010.1999,2000_2406_2476,1
240_946,1984,1984,0,898.1690921,0,1,no_wean,1,picnic,picnic,uv,174_175.1983,1984_240_946,0
2410_2412,2000,2000,1,1659.678661,0,0,no_wean,1,river,river,dv,279_293.1999,2000_2410_2412,1
2414_2420,1999,1999,1,1084.07181,0,1,wean,1,picnic,picnic,uv,2111_2113.1998,1999_2414_2420,1
2421_2422,2000,2000,1,1727.680161,0,0,no_wean,1,river,river,dv,279_293.1999,2000_2421_2422,1
2424_2478,2000,2000,1,1615.593828,0,1,wean,1,mm,mm,uv,2009_2010.1999,2000_2424_2478,1
2426_2434,2000,2000,1,1281.560998,0,0,no_wean,1,mm,mm,uv,NA,2000_2426_2434,1
2427_2432,2000,2000,1,1257.757258,0,1,wean,1,mm,mm,uv,2009_2010.1999,2000_2427_2432,1
2428_2438,2000,2000,0,1510.305527,0,1,wean,1,mm,mm,uv,2007_2008.1999,2000_2428_2438,0
2431_2451,2000,2000,1,1547.364192,0,0,no_wean,1,mm,mm,uv,NA,2000_2431_2451,1
2439_2435,2000,2000,0,1601.957586,0,1,wean,1,mm,mm,uv,2009_2010.1999,2000_2439_2435,0
243_222,1974,1974,0,1393.25094,0,1,no_wean,1,picnic,picnic,uv,843_841.1973,1974_243_222,0
243_246,1989,1989,0,1228.782567,0,0,no_wean,1,picnic,picnic,uv,NA,1989_243_246,0
244_284,1984,1984,0,682.7758308,0,1,no_wean,1,picnic,picnic,uv,573_574.1983,1984_244_284,0
244_364,1966,1966,0,1835.114202,0,1,wean,1,river,river,dv,6_12.1965,1966_244_364,0
245_250,1990,1990,0,1503.643294,0,1,no_wean,1,gothictown,gothictown,dv,820_821b.1989,1990_245_250,0
2481_2423,2000,2000,1,1529.999523,0,0,no_wean,1,mm,mm,uv,NA,2000_2481_2423,1
2483_2480,2000,2000,1,1459.327252,0,1,wean,1,mm,mm,uv,2009_2010.1999,2000_2483_2480,1
2494_2498,2000,2000,1,1665.263517,0,0,no_wean,1,river,river,dv,279_293.1999,2000_2494_2498,1
2496_2497,2000,2000,0,1626.940041,0,1,wean,1,mm,mm,uv,2009_2010.1999,2000_2496_2497,0
2504_2507,1999,1999,1,1168.100093,0,1,no_wean,1,picnic,picnic,uv,926_928.1998,1999_2504_2507,1
251_252,1981,1981,0,1302.641629,0,0,no_wean,1,mm,mm,uv,NA,1981_251_252,0
251_255,1965,1965,1,989.1349483,0,1,no_wean,1,picnic,picnic,uv,89_90a.1964,1965_251_255,1
251_265,1990,1990,1,1103.354714,0,0,no_wean,1,picnic,picnic,uv,NA,1990_251_265,1
2530_2531,1999,1999,0,1329.177699,0,1,wean,1,picnic,picnic,uv,2201_2202.1998,1999_2530_2531,0
253_255,1990,1990,1,1136.389935,0,0,no_wean,1,picnic,picnic,uv,NA,1990_253_255,1
2542_2388,1999,1999,1,1074.851583,0,1,wean,1,picnic,picnic,uv,2111_2113.1998,1999_2542_2388,1
2548_2549,1999,1999,0,1469.176277,0,1,wean,1,mm,mm,uv,2009_2010.1998,1999_2548_2549,0
254_255,1981,1981,0,1347.048303,0,0,no_wean,1,mm,mm,uv,NA,1981_254_255,0
2555_2587,1999,1999,0,1777.687654,0,1,no_wean,1,gothictown,gothictown,dv,2185_2188.1998,1999_2555_2587,0
2568_2569,1999,1999,1,1501.298389,0,0,no_wean,1,river,river,dv,431_441.1998,1999_2568_2569,1
256_257,1981,1981,0,1505.380902,0,0,no_wean,1,mm,mm,uv,NA,1981_256_257,0
257_258,1965,1965,1,1281.04412,0,1,no_wean,1,picnic,picnic,uv,89_90a.1964,1965_257_258,1
257_259,1990,1990,1,1397.46342,0,0,no_wean,1,picnic,picnic,uv,NA,1990_257_259,1
258_259,1981,1981,0,1358.335682,0,0,no_wean,1,mm,mm,uv,NA,1981_258_259,0
258_959,1990,1990,0,1187.396578,0,1,wean,1,picnic,picnic,uv,86_119.1989,1990_258_959,0
