uid,year,year_disp,new_disp,massjun,sire_pres,dam_pres,dam_rs,age,colony,col_disp,valley,litter_effect,year_uid,disp_yn
2601_2675,2001,2001,1,1795.10824,0,0,no_wean,1,mm,mm,uv,NA,2001_2601_2675,1
2603_2606,2001,2001,0,1759.494867,1,1,wean,1,river,river,dv,1399_1400.2000,2001_2603_2606,0
2607_7075,2013,2013,0,1559.433739,0,1,no_wean,1,avalanche,avalanche,dv,7034_7045.2012,2013_2607_7075,0
260_262,1990,1990,1,1189.177081,0,1,wean,1,picnic,picnic,uv,733_729.1989,1990_260_262,1
260_264,1981,1981,0,1465.214574,0,0,no_wean,1,mm,mm,uv,NA,1981_260_264,0
2613_2687,2001,2001,1,1045.243737,0,1,wean,1,picnic,picnic,uv,2201_2202.2000,2001_2613_2687,1
2614_2625,2001,2001,0,1288.970039,0,0,no_wean,1,mm,mm,uv,2009_2010.2000,2001_2614_2625,0
2619_2623,2001,2001,0,1363.775976,0,0,no_wean,1,mm,mm,uv,NA,2001_2619_2623,0
261_263,1990,1990,0,1305.424977,0,0,no_wean,1,picnic,picnic,uv,NA,1990_261_263,0
261_271,1981,1981,1,1433.458557,0,0,no_wean,1,picnic,picnic,uv,920_921.1980,1981_261_271,1
2620_2617,2001,2001,1,1620.195453,0,0,no_wean,1,mm,mm,uv,NA,2001_2620_2617,1
2630_2640,2000,2000,0,1258.49723,1,1,wean,1,picnic,picnic,uv,2201_2202.1999,2000_2630_2640,0
2633_2644,2003,2003,0,1643.184389,1,1,wean,1,mm,mm,uv,2007_2008.2002,2003_2633_2644,0
2636_2645,2001,2001,1,1301.093029,0,0,no_wean,1,mm,mm,uv,NA,2001_2636_2645,1
263_266,1981,1981,0,1382.665857,0,0,no_wean,1,mm,mm,uv,NA,1981_263_266,0
2640_2627,2003,2003,0,1610.26554,1,1,wean,1,bench,bench,dv,1382_1397.2002,2003_2640_2627,0
2642_2633,2001,2001,1,1827.738121,0,1,wean,1,river,river,dv,1399_1400.2000,2001_2642_2633,1
2650_2622,2001,2001,1,1680.057331,0,0,no_wean,1,mm,mm,uv,2009_2010.2000,2001_2650_2622,1
2652_2663,2003,2003,1,1525.358151,1,1,wean,1,mm,mm,uv,2007_2008.2002,2003_2652_2663,1
2656_2669,2000,2000,1,1060.79385,0,0,no_wean,1,gothictown,gothictown,dv,NA,2000_2656_2669,1
2656_2671,2003,2003,1,1310.746836,1,1,wean,1,mm,mm,uv,2007_2008.2002,2003_2656_2671,1
2658_2663,2001,2001,1,1247.831652,0,0,no_wean,1,mm,mm,uv,2009_2010.2000,2001_2658_2663,1
2670_2655,2000,2000,1,1148.277765,0,1,wean,1,picnic,picnic,uv,2201_2202.1999,2000_2670_2655,1
2679_2696,2001,2001,1,2095.414622,0,1,wean,1,gothictown,gothictown,dv,2361_2351.2000,2001_2679_2696,1
267_268,1981,1981,1,1349.67712,0,0,no_wean,1,mm,mm,uv,NA,1981_267_268,1
2681_2632,2001,2001,3,1658.439379,0,1,wean,1,gothictown,river,dv,272_273.2000,2001_2681_2632,1
2682_2654,2003,2003,1,1520.805423,1,1,wean,1,mm,mm,uv,2007_2008.2002,2003_2682_2654,1
2686_2690,2003,2003,0,1141.435918,1,1,wean,1,picnic,picnic,uv,2111_2113.2002,2003_2686_2690,0
2687_2651,2003,2003,0,1293.732004,1,1,wean,1,mm,mm,uv,2007_2008.2002,2003_2687_2651,0
2688_2691,2001,2001,0,1212.974819,0,1,wean,1,mm,mm,uv,2007_2008.2000,2001_2688_2691,0
2690_2685,2001,2001,1,1684.96407,0,1,wean,1,river,river,dv,272_273.2000,2001_2690_2685,1
2693_2700,2003,2003,0,1087.440196,1,1,no_wean,1,picnic,picnic,uv,931_932.2002,2003_2693_2700,0
2694_2679,2003,2003,0,1217.294582,1,1,wean,1,picnic,picnic,uv,2111_2113.2002,2003_2694_2679,0
2698_2653,2003,2003,0,1382.198429,1,1,no_wean,1,picnic,picnic,uv,37_247.2002,2003_2698_2653,0
269_270b,1981,1981,1,1788.925936,0,0,no_wean,1,mm,mm,uv,NA,1981_269_270b,1
26_36,1962,1962,0,NA,0,0,no_wean,1,picnic,picnic,uv,NA,1962_26_36,0
26_82,1987,1987,1,1780.589947,0,1,wean,1,gothictown,gothictown,dv,596_597.1986,1987_26_82,1
2700_2607,2001,2001,1,1409.677702,0,0,no_wean,1,mm,mm,uv,2009_2010.2000,2001_2700_2607,1
2701_3112,2003,2003,0,1670.751401,1,1,no_wean,1,river,river,dv,2603_2606.2002,2003_2701_3112,0
2702_2757,2003,2003,1,NA,1,1,wean,1,river,river,dv,272_273.2002,2003_2702_2757,1
2707_3115,2003,2003,1,1960.657251,1,1,wean,1,river,river,dv,1399_1400.2002,2003_2707_3115,1
270_283,1990,1990,1,1446.535995,0,1,wean,1,mm,mm,uv,103_430.1989,1990_270_283,1
2713_3190,2003,2003,1,NA,1,1,wean,1,river,river,dv,278_279b.2002,2003_2713_3190,1
2720_2749,2002,2002,0,1422.268205,1,1,wean,1,picnic,picnic,uv,2111_2113.2001,2002_2720_2749,0
272_273,1998,1998,0,1863.97964,0,0,no_wean,1,river,river,dv,NA,1998_272_273,0
272_275,1981,1981,1,1485.968051,0,0,no_wean,1,mm,mm,uv,NA,1981_272_275,1
273_274,1981,1981,1,1303.964582,0,0,no_wean,1,mm,mm,uv,NA,1981_273_274,1
2743_2857,2002,2002,1,1439.855119,1,1,wean,1,picnic,picnic,uv,2111_2113.2001,2002_2743_2857,1
274_275a,1965,1965,1,1021.561462,0,1,no_wean,1,picnic,picnic,uv,89_90a.1964,1965_274_275a,1
274_275d,1998,1998,1,2040.259213,0,0,no_wean,1,river,river,dv,NA,1998_274_275d,1
2751_3109,2003,2003,0,1864.569154,1,1,wean,1,river,river,dv,1399_1400.2002,2003_2751_3109,0
2756_2763,2003,2003,1,1611.109684,1,1,no_wean,1,river,river,dv,2603_2606.2002,2003_2756_2763,1
2765_2723,2003,2003,0,1076.425688,1,1,wean,1,river,river,dv,1399_1400.2002,2003_2765_2723,0
276_277b,1998,1998,0,1785.773775,0,1,no_wean,1,bench,bench,dv,1382_1397.1997,1998_276_277b,0
2771_2779,2003,2003,1,1213.812339,1,1,wean,1,mm,mm,uv,2007_2008.2002,2003_2771_2779,1
2782_2783,2001,2001,1,1414.983886,0,1,wean,1,picnic,picnic,uv,2201_2202.2000,2001_2782_2783,1
2787_2775,2003,2003,0,1498.996504,1,1,wean,1,mm,mm,uv,2007_2008.2002,2003_2787_2775,0
278_279a,1984,1984,1,808.5021505,0,1,wean,1,mm,mm,uv,911_912a.1983,1984_278_279a,1
278_279b,1998,1998,0,1699.720348,0,0,no_wean,1,river,river,dv,NA,1998_278_279b,0
2793_2821,2003,2003,0,1077.088617,1,1,wean,1,picnic,picnic,uv,2111_2113.2002,2003_2793_2821,0
2794_2790,2001,2001,0,1448.41207,0,1,wean,1,mm,mm,uv,2007_2008.2000,2001_2794_2790,0
279_293,1990,1990,0,1850.017537,0,1,wean,1,river,river,dv,959_963.1989,1990_279_293,0
27_28,1963,1963,0,NA,0,1,wean,1,mm,mm,uv,81_83.1962,1963_27_28,0
2804_2895,2003,2003,0,1548.139396,1,1,wean,1,river,river,dv,278_279b.2002,2003_2804_2895,0
2805_2809,2003,2003,0,1283.4375,1,1,wean,1,picnic,picnic,uv,2111_2113.2002,2003_2805_2809,0
2808_2897,2003,2003,1,1565.145962,1,1,wean,1,bench,bench,dv,1382_1397.2002,2003_2808_2897,1
280_1366,1998,1998,1,2175.918583,0,0,no_wean,1,river,river,dv,NA,1998_280_1366,1
2810_2818,2002,2002,0,1432.126407,1,1,wean,1,picnic,picnic,uv,2111_2113.2001,2002_2810_2818,0
2816_2813,2002,2002,1,1434.720434,1,1,wean,1,picnic,picnic,uv,2111_2113.2001,2002_2816_2813,1
281_285b,1990,1990,0,1861.402703,0,1,wean,1,river,river,dv,959_963.1989,1990_281_285b,0
2822_2876,2003,2003,0,1099.653003,1,1,no_wean,1,picnic,picnic,uv,48_47.2002,2003_2822_2876,0
2827_2870,2002,2002,1,2383.520944,1,1,wean,1,bench,bench,dv,1382_1397.2001,2002_2827_2870,1
2829_2866,2002,2002,1,1962.687251,1,1,wean,1,river,river,dv,278_279b.2001,2002_2829_2866,1
2832_3111,2003,2003,0,1364.873305,1,1,no_wean,1,picnic,picnic,uv,19_46.2002,2003_2832_3111,0
2837_2845,2002,2002,0,2587.581316,1,1,wean,1,bench,bench,dv,1382_1397.2001,2002_2837_2845,0
2847_2844,2002,2002,0,1422.896348,1,1,wean,1,picnic,picnic,uv,2111_2113.2001,2002_2847_2844,0
2849_2840,2002,2002,0,2381.365646,1,1,wean,1,bench,bench,dv,1382_1397.2001,2002_2849_2840,0
284_295,1990,1990,0,1707.303639,0,1,wean,1,river,river,dv,959_963.1989,1990_284_295,0
2850_2831,2002,2002,1,1368.664734,0,1,wean,1,mm,mm,uv,2007_2008.2001,2002_2850_2831,1
2854_2855,2002,2002,0,2497.693075,1,1,wean,1,river,river,dv,278_279b.2001,2002_2854_2855,0
2856_2843,2002,2002,0,1989.794467,1,1,wean,1,river,river,dv,278_279b.2001,2002_2856_2843,0
2859_2872,2002,2002,0,1932.126132,1,1,wean,1,river,river,dv,272_273.2001,2002_2859_2872,0
2860_2874,2002,2002,0,2482.07683,1,1,wean,1,river,river,dv,1399_1400.2001,2002_2860_2874,0
2865_2864,2002,2002,1,2435.581727,1,1,wean,1,river,river,dv,278_279b.2001,2002_2865_2864,1
2881_195,2003,2003,0,1695.361654,1,1,wean,1,bench,bench,dv,1382_1397.2002,2003_2881_195,0
2883_2798,2003,2003,1,1265.862635,1,1,no_wean,1,picnic,picnic,uv,37_247.2002,2003_2883_2798,1
2885_3106,2003,2003,1,1918.868146,1,1,wean,1,river,river,dv,1399_1400.2002,2003_2885_3106,1
288_292,1990,1990,0,1802.36487,0,1,wean,1,river,river,dv,959_963.1989,1990_288_292,0
288_298,1984,1984,0,1050.104873,0,1,no_wean,1,picnic,picnic,uv,573_574.1983,1984_288_298,0
2890_3108,2003,2003,0,1906.906655,1,1,wean,1,river,river,dv,272_273.2002,2003_2890_3108,0
2892_2795,2003,2003,1,1768.223086,1,1,wean,1,bench,bench,dv,1382_1397.2002,2003_2892_2795,1
2894_2797,2003,2003,0,1882.66339,1,1,wean,1,bench,bench,dv,1382_1397.2002,2003_2894_2797,0
2896_2819,2003,2003,1,2537.295888,1,1,wean,1,bench,bench,dv,1382_1397.2002,2003_2896_2819,1
2898_2799,2003,2003,0,1167.067673,1,1,wean,1,picnic,picnic,uv,2111_2113.2002,2003_2898_2799,0
290_291a,1974,1974,1,1789.834852,0,0,no_wean,1,bench,bench,dv,NA,1974_290_291a,1
290_291c,1998,1998,1,1700.08685,0,1,wean,1,picnic,picnic,uv,926_928.1997,1998_290_291c,1
293_2184,1998,1998,0,1464.473602,0,1,wean,1,mm,mm,uv,2009_2010.1997,1998_293_2184,0
295_297,1973,1973,0,869.4263166,0,0,no_wean,1,gothictown,gothictown,dv,NA,1973_295_297,0
296_298,1990,1990,0,1524.669158,0,1,wean,1,mm,mm,uv,103_430.1989,1990_296_298,0
297_298,1998,1998,1,2679.843335,0,1,wean,1,gothictown,gothictown,dv,986_988.1997,1998_297_298,1
299_300b,1998,1998,0,1794.316053,0,0,no_wean,1,river,river,dv,NA,1998_299_300b,0
29_96,1986,1986,0,1519.380314,0,1,no_wean,1,river,river,dv,960_961a.1985,1986_29_96,0
2_4,1963,1963,0,NA,0,1,wean,1,river,river,dv,123_125.1962,1963_2_4,0
301_307,1975,1975,0,743.610459,0,0,no_wean,1,picnic,picnic,uv,683_700.1974,1975_301_307,0
301_320,1965,1965,1,1071.358894,0,1,no_wean,1,picnic,picnic,uv,67_75.1964,1965_301_320,1
308_318,1986,1986,0,1548.65056,0,1,no_wean,1,river,river,dv,915_919.1985,1986_308_318,0
30_78,1987,1987,1,NA,0,1,wean,1,gothictown,gothictown,dv,596_597.1986,1987_30_78,1
3105_3117,2003,2003,0,1518.571326,1,1,no_wean,1,river,river,dv,2603_2606.2002,2003_3105_3117,0
310_311,1986,1986,1,1438.602025,0,1,no_wean,1,river,river,dv,915_919.1985,1986_310_311,1
3110_3152,2003,2003,0,1990.808868,1,1,wean,1,gothictown,gothictown,dv,2361_2351.2002,2003_3110_3152,0
3116_3102,2003,2003,1,1800.767002,1,1,no_wean,1,river,river,dv,2603_2606.2002,2003_3116_3102,1
3119_3122,2003,2003,0,1898.469429,1,1,wean,1,river,river,dv,1399_1400.2002,2003_3119_3122,0
3120_2683,2003,2003,0,1269.605565,1,1,no_wean,1,picnic,picnic,uv,19_46.2002,2003_3120_2683,0
3121_3173,2003,2003,0,1920.457699,1,1,wean,1,gothictown,gothictown,dv,2361_2351.2002,2003_3121_3173,0
312_313,1986,1986,1,1231.478579,0,1,wean,1,river,river,dv,822_858.1985,1986_312_313,1
3138_3143,2003,2003,1,NA,1,1,wean,1,bench,gothictown,dv,2361_2351.2002,2003_3138_3143,1
3146_3145,2003,2003,0,1344.806766,1,1,no_wean,1,picnic,picnic,uv,19_46.2002,2003_3146_3145,0
3156_3153,2003,2003,1,1310.018883,1,1,no_wean,1,picnic,picnic,uv,931_932.2002,2003_3156_3153,1
315_324,1965,1965,1,1056.145378,0,1,no_wean,1,picnic,picnic,uv,643_639.1964,1965_315_324,1
3166_3174,2003,2003,0,1205.542087,1,1,no_wean,1,picnic,picnic,uv,19_46.2002,2003_3166_3174,0
3168_3134,2003,2003,0,1387.273099,1,1,no_wean,1,picnic,picnic,uv,19_46.2002,2003_3168_3134,0
3170_3175,2003,2003,1,1186.313465,1,1,no_wean,1,picnic,picnic,uv,2732_2709.2002,2003_3170_3175,1
3176_3179,2003,2003,0,2088.245249,1,1,wean,1,bench,bench,dv,1382_1397.2002,2003_3176_3179,0
3178_3181,2003,2003,0,1845.060259,1,1,wean,1,river,river,dv,272_273.2002,2003_3178_3181,0
317_318a,1965,1965,1,982.4835382,0,1,no_wean,1,picnic,picnic,uv,67_75.1964,1965_317_318a,1
3180_3128,2003,2003,1,NA,1,1,wean,1,gothictown,gothictown,dv,2361_2351.2002,2003_3180_3128,1
3186_2768,2003,2003,1,NA,1,1,no_wean,1,river,river,dv,2603_2606.2002,2003_3186_2768,1
3188_3194,2003,2003,1,1523.25028,1,1,no_wean,1,river,river,dv,2603_2606.2002,2003_3188_3194,1
3193_2753,2003,2003,1,NA,1,1,wean,1,river,river,dv,272_273.2002,2003_3193_2753,1
3196_3189,2003,2003,0,1961.134848,1,1,wean,1,river,river,dv,272_273.2002,2003_3196_3189,0
3199_3184,2003,2003,1,1533.414787,1,1,no_wean,1,picnic,picnic,uv,48_47.2002,2003_3199_3184,1
325_385,1989,1989,0,1691.542063,0,1,wean,1,river,river,dv,959_963.1988,1989_325_385,0
326_350,1985,1985,0,1210.83355,0,1,no_wean,1,picnic,picnic,uv,571_572.1984,1985_326_350,0
327_348,1985,1985,0,1059.427211,0,1,wean,1,river,river,dv,915_919.1984,1985_327_348,0
328_347,1985,1985,1,1055.677023,0,1,wean,1,corralburrow,river,dv,915_919.1984,1985_328_347,1
329_342,1995,1995,0,906.3525874,0,0,no_wean,1,gothictown,gothictown,dv,NA,1995_329_342,0
32_44,1963,1963,0,NA,0,1,wean,1,mm,mm,uv,81_83.1962,1963_32_44,0
330_347,1965,1965,1,1032.453426,0,1,no_wean,1,picnic,picnic,uv,643_639.1964,1965_330_347,1
332_342,1975,1975,1,1488.374747,0,1,no_wean,1,picnic,picnic,uv,1194_1195.1974,1975_332_342,1
337_339,1993,1993,0,1316.101976,0,0,no_wean,1,mm,mm,uv,NA,1993_337_339,0
33_34a,1963,1963,0,NA,0,1,wean,1,mm,mm,uv,81_83.1962,1963_33_34a,0
340_446,1995,1995,1,1256.117982,0,1,wean,1,gothictown,gothictown,dv,245_250.1994,1995_340_446,1
345_1587,1995,1995,1,975.2583711,0,0,no_wean,1,gothictown,gothictown,dv,NA,1995_345_1587,1
349_369,1975,1975,0,861.1380205,0,0,no_wean,1,picnic,picnic,uv,683_700.1974,1975_349_369,0
34_104,1987,1987,1,1716.404116,0,1,no_wean,1,picnic,picnic,uv,573_574.1986,1987_34_104,1
350_924,1995,1995,0,1104.259249,0,0,no_wean,1,river,river,dv,1409_1410.1994,1995_350_924,0
351_354,1965,1965,1,1562.509456,0,0,no_wean,1,horsemound,horsemound,dv,NA,1965_351_354,1
356_366,1989,1989,1,1447.642247,0,1,wean,1,mm,mm,uv,103_430.1988,1989_356_366,1
358_885,1989,1989,1,1448.447396,0,1,no_wean,1,picnic,picnic,uv,855_859.1988,1989_358_885,1
363_372,1966,1966,0,NA,0,1,wean,1,bench,bench,dv,42_50.1965,1966_363_372,0
365_371,1966,1966,0,1863.936746,0,1,wean,1,bench,bench,dv,42_50.1965,1966_365_371,0
36_86,1985,1985,1,1237.240648,0,1,no_wean,1,picnic,picnic,uv,571_572.1984,1985_36_86,1
377_378,1980,1980,1,1127.464219,0,1,no_wean,1,picnic,picnic,uv,1194_1195.1979,1980_377_378,1
377_379,1987,1987,1,1768.36626,0,0,no_wean,1,river,river,dv,NA,1987_377_379,1
377_386,1969,1969,1,1236.540092,0,1,wean,1,mm,mm,uv,424_425a.1968,1969_377_386,1
379_380,1980,1980,1,729.6671032,0,0,no_wean,1,picnic,picnic,uv,1082_1083.1979,1980_379_380,1
37_247,2000,2000,0,927.9247606,1,1,no_wean,1,picnic,picnic,uv,2111_2113.1999,2000_37_247,0
37_35,1962,1962,0,NA,0,0,no_wean,1,picnic,picnic,uv,NA,1962_37_35,0
380_398,1986,1986,0,942.271207,0,1,wean,1,picnic,picnic,uv,573_574.1985,1986_380_398,0
381_382b,1986,1986,0,678.5473751,0,0,no_wean,1,picnic,picnic,uv,556_557.1985,1986_381_382b,0
385_386a,1975,1975,0,NA,0,0,no_wean,1,river,river,dv,22_24.1974,1975_385_386a,0
386_396,1989,1989,0,1093.00459,0,1,no_wean,1,picnic,picnic,uv,855_859.1988,1989_386_396,0
388_499,1986,1986,0,844.141174,0,0,no_wean,1,picnic,picnic,uv,556_557.1985,1986_388_499,0
389_399,1989,1989,1,NA,0,0,no_wean,1,river,river,dv,915_919.1988,1989_389_399,1
38_236,2000,2000,0,1193.88189,0,1,wean,1,picnic,picnic,uv,2201_2202.1999,2000_38_236,0
38_40,1988,1988,0,1407.780726,0,0,no_wean,1,river,river,dv,NA,1988_38_40,0
391_392a,1980,1980,1,1003.733936,0,1,no_wean,1,mm,mm,uv,918_919.1979,1980_391_392a,1
391_398a,1966,1966,0,1580.850705,0,1,wean,1,bench,bench,dv,42_50.1965,1966_391_398a,0
393_394,1980,1980,1,942.8313084,0,1,no_wean,1,mm,mm,uv,918_919.1979,1980_393_394,1
395_399,1975,1975,0,NA,0,0,no_wean,1,river,river,dv,22_24.1974,1975_395_399,0
397_398,1980,1980,1,909.3954785,0,1,no_wean,1,mm,mm,uv,918_919.1979,1980_397_398,1
39_432,1988,1988,0,1620.45208,0,0,no_wean,1,river,river,dv,NA,1988_39_432,0
4003_4005,2004,2004,1,2191.350486,1,1,wean,1,gothictown,gothictown,dv,2361_2351.2003,2004_4003_4005,1
4007_4072,2004,2004,0,2203.885686,1,1,wean,1,river,river,dv,272_273.2003,2004_4007_4072,0
4012_4060,2004,2004,0,1976.611835,1,1,wean,1,river,river,dv,272_273.2003,2004_4012_4060,0
4016_4070,2004,2004,0,1976.388528,1,1,wean,1,bench,bench,dv,1382_1397.2003,2004_4016_4070,0
4019_4018,2004,2004,1,2328.644679,1,1,wean,1,gothictown,gothictown,dv,2361_2351.2003,2004_4019_4018,1
401_402,1966,1966,0,1920.867435,0,0,no_wean,1,river,river,dv,5_22.1965,1966_401_402,0
401_410,1987,1987,1,1481.026859,0,0,no_wean,1,gothictown,gothictown,dv,NA,1987_401_410,1
4021_4001,2004,2004,0,1824.043677,1,1,wean,1,gothictown,gothictown,dv,2361_2351.2003,2004_4021_4001,0
4026_4050,2004,2004,0,2296.243658,1,1,wean,1,bench,bench,dv,1382_1397.2003,2004_4026_4050,0
402_404,1988,1988,1,1721.103478,0,1,wean,1,gothictown,gothictown,dv,537_538.1987,1988_402_404,1
4036_4031,2004,2004,1,2058.064192,1,1,wean,1,river,river,dv,1399_1400.2003,2004_4036_4031,1
403_408,1966,1966,1,1876.445441,0,1,wean,1,bench,bench,dv,42_50.1965,1966_403_408,1
4048_4369,2004,2004,0,1369.517049,1,1,wean,1,mm,mm,uv,2007_2008.2003,2004_4048_4369,0
4052_4051,2003,2003,0,1027.526766,1,1,no_wean,1,picnic,picnic,uv,2732_2709.2002,2003_4052_4051,0
4053_4008,2004,2004,1,NA,1,1,wean,1,gothictown,gothictown,dv,2361_2351.2003,2004_4053_4008,1
4057_4024,2004,2004,1,2511.422397,1,1,wean,1,gothictown,gothictown,dv,2361_2351.2003,2004_4057_4024,1
4058_4720,2004,2004,0,2391.557401,1,0,no_wean,1,mm,mm,uv,2794_2790.2003,2004_4058_4720,0
405_423,1966,1966,0,1731.300796,0,0,no_wean,1,river,river,dv,5_22.1965,1966_405_423,0
4061_4068,2004,2004,1,NA,1,1,wean,1,river,river,dv,278_279b.2003,2004_4061_4068,1
4063_4064,2004,2004,1,1545.659418,0,1,wean,1,picnic,picnic,uv,2767_2761.2003,2004_4063_4064,1
4065_4006,2004,2004,0,1916.564434,1,1,wean,1,gothictown,gothictown,dv,2361_2351.2003,2004_4065_4006,0
4069_4030,2004,2004,1,1586.02598,1,1,wean,1,mm,mm,uv,2007_2008.2003,2004_4069_4030,1
4075_4022,2004,2004,0,2318.097759,1,1,wean,1,river,river,dv,278_279b.2003,2004_4075_4022,0
4079_4033,2004,2004,1,2378.5881,1,1,wean,1,bench,bench,dv,1382_1397.2003,2004_4079_4033,1
407_422,1966,1966,1,2145.375577,0,0,no_wean,1,river,river,dv,5_22.1965,1966_407_422,1
4083_4839,2005,2005,1,NA,0,1,wean,1,river,river,dv,2603_2606.2004,2005_4083_4839,1
4085_4076,2004,2004,1,NA,1,1,wean,1,river,river,dv,1399_1400.2003,2004_4085_4076,1
4092_4027,2004,2004,0,2249.005859,1,1,wean,1,river,river,dv,278_279b.2003,2004_4092_4027,0
4095_4040,2004,2004,0,2031.493751,1,0,no_wean,1,mm,mm,uv,2794_2790.2003,2004_4095_4040,0
409_410b,1980,1980,0,1399.116811,0,1,wean,1,gothictown,gothictown,dv,350_391.1979,1980_409_410b,0
40_41,1963,1963,0,NA,0,1,wean,1,mm,mm,uv,81_83.1962,1963_40_41,0
4101_4998,2005,2005,1,NA,1,0,no_wean,1,horsemound,horsemound,dv,3176_3179.2004,2005_4101_4998,1
4103_4589,2004,2004,1,1900.854745,1,1,wean,1,mm,mm,uv,2007_2008.2003,2004_4103_4589,1
4108_4115,2004,2004,1,1519.903839,0,1,wean,1,picnic,picnic,uv,2111_2113.2003,2004_4108_4115,1
4110_4577,2004,2004,0,1689.549487,0,1,wean,1,picnic,picnic,uv,2111_2113.2003,2004_4110_4577,0
4114_4109,2004,2004,1,1438.490368,0,1,wean,1,picnic,picnic,uv,2111_2113.2003,2004_4114_4109,1
4117_4113,2004,2004,0,1679.782612,1,1,wean,1,mm,mm,uv,2007_2008.2003,2004_4117_4113,0
411_412a,1966,1966,0,1789.635602,0,1,wean,1,bench,bench,dv,42_50.1965,1966_411_412a,0
4121_4597,2005,2005,0,1760.620739,1,0,no_wean,1,horsemound,horsemound,dv,3176_3179.2004,2005_4121_4597,0
4123_4116,2004,2004,1,1574.574805,0,1,wean,1,picnic,picnic,uv,2111_2113.2003,2004_4123_4116,1
4138_4139,2005,2005,1,NA,1,1,no_wean,1,picnic,picnic,uv,2767_2761.2004,2005_4138_4139,1
4148_4730,2005,2005,1,NA,1,1,wean,1,picnic,picnic,uv,4052_4051.2004,2005_4148_4730,1
4149_4496,2005,2005,1,1390.006149,0,1,no_wean,1,picnic,picnic,uv,48_47.2004,2005_4149_4496,1
414_417,1966,1966,0,1629.464022,0,0,no_wean,1,river,river,dv,5_22.1965,1966_414_417,0
4150_4129,2005,2005,1,NA,1,1,no_wean,1,picnic,picnic,uv,2732_2709.2004,2005_4150_4129,1
4158_4468,2013,2013,1,NA,1,0,no_wean,1,mm,mm,uv,5263_5249.2012,2013_4158_4468,1
415_421,1967,1967,1,1921.597425,0,1,no_wean,1,bench,bench,dv,42_50.1966,1967_415_421,1
415_455,1986,1986,3,1565.594641,0,1,no_wean,1,rvbend,river,dv,959_963.1985,1986_415_455,1
4169_4798,2005,2005,1,1160.276213,0,1,no_wean,1,picnic,picnic,uv,48_47.2004,2005_4169_4798,1
416_406,1988,1988,0,1921.14618,0,1,wean,1,gothictown,gothictown,dv,537_538.1987,1988_416_406,0
4173_4397,2005,2005,1,NA,1,0,no_wean,1,river,river,dv,1399_1400.2004,2005_4173_4397,1
4178_4574,2008,2008,1,NA,1,1,no_wean,1,bench,bench,dv,4715_4716.2007,2008_4178_4574,1
4180_4540,2007,2007,1,1575.702452,0,1,wean,1,picnic,picnic,uv,3166_3174.2006,2007_4180_4540,1
4187_4532,2007,2007,1,1496.94176,1,1,wean,1,mm,mm,uv,4750_4301.2006,2007_4187_4532,1
4196_4199,2007,2007,1,1452.55089,0,1,wean,1,picnic,picnic,uv,19_46.2006,2007_4196_4199,1
4197_4198,2007,2007,0,1369.96226,0,1,no_wean,1,picnic,picnic,uv,2686_2690.2006,2007_4197_4198,0
4205_4236,2005,2005,1,NA,1,1,wean,1,river,river,dv,2640_2627.2004,2005_4205_4236,1
420_416,1966,1966,0,1908.134865,0,0,no_wean,1,river,river,dv,5_22.1965,1966_420_416,0
4214_4221,2005,2005,1,NA,1,1,no_wean,1,picnic,picnic,uv,2732_2709.2004,2005_4214_4221,1
4220_4211,2005,2005,1,2217.072013,1,1,no_wean,1,gothictown,gothictown,dv,2361_2351.2004,2005_4220_4211,1
4222_4230,2005,2005,1,1765.399655,1,1,wean,1,river,river,dv,278_279b.2004,2005_4222_4230,1
4225_4216,2005,2005,0,1711.394053,1,1,wean,1,gothictown,gothictown,dv,2660_2673.2004,2005_4225_4216,0
4237_4329,2005,2005,0,1761.734581,1,1,wean,1,gothictown,gothictown,dv,2849_2840.2004,2005_4237_4329,0
4238_4247,2005,2005,0,1758.532778,1,1,no_wean,1,river,river,dv,3178_3181.2004,2005_4238_4247,0
4239_4245,2005,2005,1,1971.416647,1,1,no_wean,1,gothictown,gothictown,dv,2361_2351.2004,2005_4239_4245,1
4240_4852,2005,2005,0,NA,1,1,no_wean,1,river,river,dv,2804_2895.2004,2005_4240_4852,0
4242_4249,2005,2005,1,NA,1,1,wean,1,river,river,dv,272_273.2004,2005_4242_4249,1
4243_4870,2005,2005,0,1736.84033,1,1,wean,1,river,river,dv,272_273.2004,2005_4243_4870,0
4251_4330,2005,2005,1,1882.786547,1,1,wean,1,gothictown,gothictown,dv,2849_2840.2004,2005_4251_4330,1
4261_4232,2005,2005,0,1309.588396,1,1,wean,1,gothictown,gothictown,dv,2849_2840.2004,2005_4261_4232,0
4264_4256,2005,2005,1,NA,1,1,wean,1,gothictown,gothictown,dv,2849_2840.2004,2005_4264_4256,1
4265_4339,2005,2005,0,1704.620379,1,1,wean,1,gothictown,gothictown,dv,2849_2840.2004,2005_4265_4339,0
4268_4674,2005,2005,1,NA,0,0,no_wean,1,river,river,dv,NA,2005_4268_4674,1
426_436,1988,1988,0,NA,0,1,no_wean,1,river,river,dv,960_961a.1987,1988_426_436,0
4275_5852,2006,2006,1,1820.806092,1,0,no_wean,1,bench,bench,dv,1382_1397.2005,2006_4275_5852,1
427_443,1967,1967,1,2196.837536,0,1,no_wean,1,bench,bench,dv,42_50.1966,1967_427_443,1
